Name of District,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
ARIYALUR,0,206.07,0,19.74637918
ARIYALUR,0,207.42,0,19.87567551
ARIYALUR,0,208.96,0,20.02283764
ARIYALUR,0,210.43,0,20.16406578
ARIYALUR,0,211.89,0,20.30406377
ARIYALUR,0,213.49,0,20.45728748
ARIYALUR,0,214.98,0,20.59965387
ARIYALUR,0,216.8,0,20.77376783
ARIYALUR,0,218.74,0,20.9598307
ARIYALUR,0,220.06,0,21.08640051
ARIYALUR,0,221.59,0,21.23348959
ARIYALUR,0,223.25,0,21.39268105
ARIYALUR,0,224.04,0,21.46834855
ARIYALUR,0,214.22,0,20.52734013
ARIYALUR,0,215.94,0,20.69203735
ARIYALUR,0,217.87,0,20.87638802
ARIYALUR,0,220.06,0,21.08663975
ARIYALUR,0,221.24,0,21.19955139
ARIYALUR,0,223.69,0,21.43479604
ARIYALUR,0,228.41,0,21.88682503
ARIYALUR,0,230.86,0,22.12127509
ARIYALUR,0,233.4,0,22.36489367
ARIYALUR,0,236.05,0,22.61856373
ARIYALUR,0,238.8,0,22.88190466
ARIYALUR,0,241.68,0,23.15844445
ARIYALUR,7.73,249.57,63.01,23.91395051
ARIYALUR,7.79,259.28,63.52,24.8449383
ARIYALUR,7.84,268.61,63.91,25.73843813
ARIYALUR,7.9,276.64,64.33,26.50852876
ARIYALUR,7.96,281.85,64.82,27.0073737
ARIYALUR,8.02,293.05,65.32,28.08031757
ARIYALUR,0,190.59,0,18.26281927
ARIYALUR,0,190.6,0,18.26366199
ARIYALUR,0,190.77,0,18.27957578
ARIYALUR,0,190.89,0,18.29136146
ARIYALUR,0,191.09,0,18.31097194
ARIYALUR,0,191.28,0,18.328548
ARIYALUR,0,191.46,0,18.34612143
ARIYALUR,0,191.7,0,18.36913555
ARIYALUR,0,192.03,0,18.40065858
ARIYALUR,0,192.25,0,18.42217784
ARIYALUR,0,192.5,0,18.44572931
ARIYALUR,0,192.94,0,18.4880716
ARIYALUR,0,193.36,0,18.52804758
ARIYALUR,0,193.75,0,18.56576443
ARIYALUR,0,194.26,0,18.61471197
ARIYALUR,0,194.74,0,18.66072847
ARIYALUR,0,195.28,0,18.71223636
ARIYALUR,0,195.87,0,18.76857472
ARIYALUR,0,196.42,0,18.82175567
ARIYALUR,0,197.06,0,18.88260477
ARIYALUR,0,197.72,0,18.9461091
ARIYALUR,0,199.03,0,19.07098721
ARIYALUR,0,199.41,0,19.10781127
ARIYALUR,0,199.98,0,19.16206949
ARIYALUR,0,200.77,0,19.2380571
ARIYALUR,0,208.99,0,20.02618408
ARIYALUR,0,202.62,0,19.41504054
ARIYALUR,0,203.66,0,19.51477775
ARIYALUR,0,204.86,0,19.63043883
ARIYALUR,0,189.18,0,18.12774598
ARIYALUR,0,189.22,0,18.13127445
ARIYALUR,0,189.23,0,18.13243169
ARIYALUR,0,189.25,0,18.13458742
ARIYALUR,0,189.28,0,18.13716555
ARIYALUR,0,189.31,0,18.13996509
ARIYALUR,0,189.34,0,18.14286879
ARIYALUR,0,189.34,0,18.14296455
ARIYALUR,0,189.39,0,18.14773959
ARIYALUR,0,189.45,0,18.15325153
ARIYALUR,0,189.49,0,18.15684215
ARIYALUR,0,189.49,0,18.15732151
ARIYALUR,0,189.57,0,18.16495581
ARIYALUR,0,189.67,0,18.17450955
ARIYALUR,0,189.73,0,18.18032728
ARIYALUR,0,189.9,0,18.19700997
ARIYALUR,0,190.1,0,18.21611987
ARIYALUR,0,190.62,0,18.26528072
ARIYALUR,0,191.14,0,18.31533867
ARIYALUR,0,191.61,0,18.36090287
ARIYALUR,0,189.67,0,18.17449376
ARIYALUR,0,189.69,0,18.17639604
ARIYALUR,0,189.74,0,18.18173409
ARIYALUR,0,189.87,0,18.19362826
ARIYALUR,0,189.92,0,18.19869174
ARIYALUR,0,190.01,0,18.2067083
ARIYALUR,0,190.12,0,18.21786658
ARIYALUR,0,190.2,0,18.22497931
ARIYALUR,0,190.35,0,18.23961073
ARIYALUR,0,190.44,0,18.24796165
ARIYALUR,0,190.51,0,18.25517552
ARIYALUR,0,337.7,0.01,32.35873852
ARIYALUR,0.01,350.28,0.06,33.56497546
ARIYALUR,0.12,300.02,0.95,28.74887666
ARIYALUR,0,256.46,0,24.57491265
ARIYALUR,0,259.8,0,24.89491125
ARIYALUR,0,248.87,0,23.84685175
ARIYALUR,0,247.68,0,23.73350937
ARIYALUR,0,249.19,0,23.87777297
ARIYALUR,0,252.34,0,24.17974576
ARIYALUR,0,255.68,0,24.49946511
ARIYALUR,0,259.3,0,24.8467863
ARIYALUR,0,262.76,0,25.17817783
ARIYALUR,0,266.36,0,25.52304809
ARIYALUR,0,269.56,0,25.83011642
ARIYALUR,0,272.73,0,26.13306536
ARIYALUR,0,275.25,0,26.37510306
ARIYALUR,0,277.69,0,26.60904254
ARIYALUR,0,280.58,0,26.88593132
ARIYALUR,0,283.48,0,27.1635313
ARIYALUR,0,289.04,0,27.69683699
ARIYALUR,0,295.31,0,28.29743956
ARIYALUR,0.01,306.25,0.1,29.34517242
ARIYALUR,0,222.62,0,21.33174764
ARIYALUR,0,196.4,0,18.81985509
ARIYALUR,0,190.38,0,18.24279594
ARIYALUR,0,189.18,0,18.12760673
ARIYALUR,0,189.12,0,18.12151133
ARIYALUR,0,189.12,0,18.12160709
ARIYALUR,0,189.13,0,18.12280963
ARIYALUR,0,189.15,0,18.12505351
ARIYALUR,0,324.63,0,31.10651261
ARIYALUR,0,331.56,0,31.77115756
ARIYALUR,0,339.85,0,32.56499293
ARIYALUR,0,345.75,0.01,33.13018786
ARIYALUR,0,313.14,0,30.00568716
ARIYALUR,0,316.93,0,30.36854641
ARIYALUR,0,320.05,0,30.6675918
ARIYALUR,0,326.59,0,31.29477627
ARIYALUR,0,334.49,0,32.05123545
ARIYALUR,0,343.14,0,32.88055896
ARIYALUR,0,353.01,0,33.82572894
ARIYALUR,0,360.14,0.02,34.50965659
ARIYALUR,0,272.39,0,26.10072063
ARIYALUR,0,275.69,0,26.41704349
ARIYALUR,0,276.58,0,26.50264033
ARIYALUR,0,280.32,0,26.86125949
ARIYALUR,0,284.94,0,27.30348801
ARIYALUR,0,287.07,0,27.50778689
ARIYALUR,0,290.7,0,27.85572305
ARIYALUR,0,285.49,0,27.35613014
ARIYALUR,0,290.45,0,27.83182512
ARIYALUR,0,295.73,0,28.33706114
ARIYALUR,0,298.7,0,28.62217338
ARIYALUR,0,301.6,0,28.89954391
ARIYALUR,0,303.17,0,29.05039131
ARIYALUR,0,306.53,0,29.37195799
ARIYALUR,0,311.19,0,29.81872719
ARIYALUR,0,318.3,0,30.50034269
ARIYALUR,0,326.66,0,31.30083147
ARIYALUR,0.06,366.76,0.47,35.14413284
ARIYALUR,0.08,370.97,0.6,35.54726662
ARIYALUR,0.11,387.53,0.86,37.13402126
ARIYALUR,0.32,416.05,2.86,39.86655733
ARIYALUR,0.18,422.79,1.58,40.51267327
ARIYALUR,0.03,382.69,0.2,36.66998054
ARIYALUR,0.01,376.04,0.06,36.03327748
ARIYALUR,0.05,386.75,0.49,37.05946837
ARIYALUR,0,343.89,0.02,32.95270641
ARIYALUR,0,319.62,0.02,30.62666177
ARIYALUR,0.01,327.32,0.08,31.36451793
ARIYALUR,0.03,336.14,0.2,32.20970645
ARIYALUR,0.04,342.98,0.28,32.8652206
ARIYALUR,0.06,353.14,0.45,33.83852689
ARIYALUR,0.09,365.33,0.69,35.00644896
ARIYALUR,0.11,376.3,0.86,36.05810308
ARIYALUR,0.14,394.88,1.15,37.83856386
ARIYALUR,0.42,426.88,3.77,40.90472475
ARIYALUR,0.04,382.14,0.33,36.61712412
ARIYALUR,0.03,356.6,0.24,34.17053116
ARIYALUR,0.05,360.02,0.35,34.49760386
ARIYALUR,0.06,356.37,0.48,34.14803304
ARIYALUR,0.23,359.52,1.93,34.45006775
ARIYALUR,0.02,321.91,0.14,30.84607063
ARIYALUR,0.01,308.93,0.1,29.60263218
ARIYALUR,0.02,316.62,0.14,30.33902839
ARIYALUR,0.02,325.62,0.19,31.20110431
ARIYALUR,0.04,336.24,0.33,32.21892948
ARIYALUR,0.98,441.86,8.93,42.3402953
ARIYALUR,1.04,439.34,9.56,42.09843192
ARIYALUR,1.5,465,13.68,44.55705973
ARIYALUR,1.5,466.84,13.69,44.7331096
ARIYALUR,0.62,415.9,5.84,39.85207699
ARIYALUR,0.34,386.21,3.29,37.00748885
ARIYALUR,0.69,412.61,6.56,39.5373902
ARIYALUR,0.01,356.05,0.12,34.11733541
ARIYALUR,0.05,366.33,0.48,35.10288282
ARIYALUR,0.18,374.69,1.66,35.90396357
ARIYALUR,0.39,392.87,3.59,37.64516071
ARIYALUR,0.67,414.89,6.13,39.75588126
ARIYALUR,0.91,431.37,8.35,41.33486116
ARIYALUR,0.11,387.46,0.89,37.12729026
ARIYALUR,0.27,414.03,2.33,39.67358267
ARIYALUR,0.41,426.39,3.67,40.85743706
ARIYALUR,0,350.41,0,33.57656098
ARIYALUR,0,355.79,0,34.09281576
ARIYALUR,0,368.74,0,35.33365018
ARIYALUR,0,378.18,0,36.23764513
ARIYALUR,0.06,399.19,0.59,38.25133109
ARIYALUR,0.27,422.34,2.52,40.46955824
ARIYALUR,0,378.87,0,36.3039904
ARIYALUR,0,384.14,0,36.80931794
ARIYALUR,0.08,412.09,0.77,39.48753321
ARIYALUR,0,369.33,0.02,35.38982047
ARIYALUR,0.11,387.62,1.07,37.14294253
ARIYALUR,0.47,416.86,4.33,39.94418716
ARIYALUR,0.06,375.98,0.58,36.02763848
ARIYALUR,0.28,392.8,2.64,37.63900871
ARIYALUR,0.22,392.11,2.05,37.57284023
ARIYALUR,0.5,416.76,4.56,39.93438224
ARIYALUR,0.01,371.34,0.11,35.58247675
ARIYALUR,0.06,380.65,0.54,36.47444716
ARIYALUR,0.03,368.75,0.25,35.33407307
ARIYALUR,0.31,389.1,2.91,37.28394942
ARIYALUR,0.61,406.53,5.64,38.95477643
ARIYALUR,0.99,432.47,9.11,41.43979099
ARIYALUR,1.48,463.49,13.53,44.41209423
ARIYALUR,1.16,454.04,10.73,43.50706432
ARIYALUR,0.17,381.36,1.58,36.54314611
ARIYALUR,0.36,391.61,3.29,37.52448934
ARIYALUR,0.68,410.64,6.2,39.34791281
ARIYALUR,1.05,434.06,9.63,41.59235107
ARIYALUR,0.93,426.92,8.41,40.908552
ARIYALUR,1.1,439.74,9.99,42.13706927
ARIYALUR,1.19,445.55,10.8,42.69365254
ARIYALUR,0,362.76,0.02,34.76042577
ARIYALUR,0.12,380.12,1.04,36.42434967
ARIYALUR,0.3,400.92,2.69,38.41649582
ARIYALUR,0.54,421,4.79,40.3412477
ARIYALUR,0.64,427.65,5.72,40.97837136
ARIYALUR,0.19,389.7,1.72,37.34220801
ARIYALUR,0.24,396.54,2.18,37.99726016
ARIYALUR,0.41,413.64,3.76,39.63556016
ARIYALUR,0.56,423.72,5.05,40.60145364
ARIYALUR,0.72,436,6.51,41.77803539
ARIYALUR,0.93,448.13,8.35,42.94097846
ARIYALUR,0.62,428.03,5.53,41.01459654
ARIYALUR,0.32,403.35,2.76,38.64975722
ARIYALUR,0.56,425.02,4.91,40.72621132
ARIYALUR,0.56,431.46,5.05,41.34304418
ARIYALUR,0.1,395.2,0.89,37.86878063
ARIYALUR,0.11,385.43,0.98,36.93262766
ARIYALUR,0.18,399.25,1.61,38.25662517
ARIYALUR,0.16,398.9,1.41,38.22373116
ARIYALUR,0.12,389.42,1,37.31477304
ARIYALUR,0.16,400.49,1.38,38.37606125
ARIYALUR,0.24,414.42,2.11,39.71055585
ARIYALUR,0.29,420.25,2.47,40.26967654
CHENNAI,0,7.76,0,11.44618427
CHENNAI,0,8.1,0,11.95251723
CHENNAI,0,8.49,0,12.52079951
CHENNAI,0,8.87,0.01,13.07519691
CHENNAI,0,9.25,0.06,13.64730317
CHENNAI,0.01,9.68,0.11,14.28079534
CHENNAI,0.01,10.11,0.17,14.90860787
CHENNAI,0.01,10.67,0.24,15.74158925
CHENNAI,0.02,11.23,0.31,16.55886207
CHENNAI,0.02,11.98,0.33,17.67362416
CHENNAI,0.02,12.4,0.33,18.28864869
CHENNAI,0.02,12.88,0.33,18.99046521
CHENNAI,0.02,13.05,0.33,19.24277324
CHENNAI,0.03,13.61,0.54,20.0710063
CHENNAI,0.06,14.25,1.03,21.00952874
CHENNAI,0.08,14.78,1.41,21.79186796
CHENNAI,0.1,15.45,1.66,22.79055807
CHENNAI,0.1,16.02,1.66,23.62204003
CHENNAI,0.1,16.66,1.66,24.56793432
CHENNAI,0.1,17.88,1.66,26.36491516
CHENNAI,0.1,18.57,1.66,27.3875439
CHENNAI,0.1,19.27,1.66,28.4188679
CHENNAI,0.12,20.04,1.88,29.55095565
CHENNAI,0.2,20.95,2.77,30.90170582
CHENNAI,0.25,21.82,3.39,32.18519424
CHENNAI,7.45,22.17,73.42,32.69638945
CHENNAI,7.45,22.96,73.48,33.85598373
CHENNAI,7.35,22.3,72.34,32.88798924
CHENNAI,7.48,22.99,74.08,33.90548071
CHENNAI,7.6,23.87,75.69,35.21007357
CHENNAI,7.62,24.95,75.89,36.79559893
CHENNAI,0,2.57,0,3.793541215
CHENNAI,0,2.61,0,3.850661756
CHENNAI,0,2.68,0,3.949539993
CHENNAI,0,2.74,0,4.03641579
CHENNAI,0,2.84,0,4.182442818
CHENNAI,0,2.91,0,4.290999555
CHENNAI,0,2.94,0,4.339703983
CHENNAI,0,3.12,0,4.607639325
CHENNAI,0,3.22,0,4.742887144
CHENNAI,0,3.31,0,4.887720273
CHENNAI,0,3.45,0,5.08875497
CHENNAI,0,3.59,0,5.293064284
CHENNAI,0,3.76,0,5.53896096
CHENNAI,0,3.92,0,5.774467044
CHENNAI,0,4.1,0,6.043023329
CHENNAI,0,4.29,0,6.330392377
CHENNAI,0,4.51,0,6.644468096
CHENNAI,0,4.7,0,6.933025465
CHENNAI,0,4.89,0,7.211377009
CHENNAI,0,5.07,0,7.475640393
CHENNAI,0,5.25,0,7.740574312
CHENNAI,0,5.67,0,8.358221797
CHENNAI,0,5.8,0,8.558990661
CHENNAI,0,5.92,0,8.728112631
CHENNAI,0,6.14,0,9.060669186
CHENNAI,0,6.69,0,9.870975045
CHENNAI,0,6.73,0,9.922822789
CHENNAI,0,7.07,0,10.43120729
CHENNAI,0,7.42,0,10.94721665
CHENNAI,0,1.63,0,2.40947225
CHENNAI,0,1.66,0,2.443328134
CHENNAI,0,1.69,0,2.488803449
CHENNAI,0,1.71,0,2.516361487
CHENNAI,0,1.72,0,2.540611005
CHENNAI,0,1.73,0,2.551826449
CHENNAI,0,1.75,0,2.583037785
CHENNAI,0,1.75,0,2.585473846
CHENNAI,0,1.77,0,2.60955228
CHENNAI,0,1.8,0,2.649974057
CHENNAI,0,1.82,0,2.685003008
CHENNAI,0,1.84,0,2.713355891
CHENNAI,0,1.87,0,2.755771808
CHENNAI,0,1.89,0,2.785093746
CHENNAI,0,1.93,0,2.839607001
CHENNAI,0,1.96,0,2.889001728
CHENNAI,0,1.99,0,2.94036342
CHENNAI,0,2.05,0,3.022746752
CHENNAI,0,2.05,0,3.025740904
CHENNAI,0,2.06,0,3.044349547
CHENNAI,0,2.09,0,3.084374324
CHENNAI,0,2.12,0,3.121718227
CHENNAI,0,2.12,0,3.131676895
CHENNAI,0,2.17,0,3.205579571
CHENNAI,0,2.2,0,3.240963826
CHENNAI,0,2.25,0,3.324319686
CHENNAI,0,2.3,0,3.388730909
CHENNAI,0,2.33,0,3.438261049
CHENNAI,0,2.39,0,3.531562844
CHENNAI,0,2.5,0,3.690673889
CHENNAI,0,2.51,0,3.70249072
CHENNAI,0.02,15.02,0.33,22.14691946
CHENNAI,0.04,16.12,0.57,23.76896591
CHENNAI,0.06,16.77,0.99,24.73888416
CHENNAI,0.09,17.65,1.52,26.03124767
CHENNAI,0.05,16.96,0.75,25.01144346
CHENNAI,0.01,12.94,0.15,19.0805213
CHENNAI,0,10.53,0,15.53675591
CHENNAI,0,11.23,0,16.56627995
CHENNAI,0,11.96,0,17.6429209
CHENNAI,0,12.84,0.01,18.94264005
CHENNAI,0.01,13.89,0.11,20.48771512
CHENNAI,0.01,14.91,0.21,21.98827452
CHENNAI,0.02,16.02,0.3,23.63272087
CHENNAI,0.02,16.87,0.33,24.88558985
CHENNAI,0.02,17.62,0.33,25.97988184
CHENNAI,0.05,18.24,0.66,26.89616921
CHENNAI,0.11,18.87,1.33,27.83645649
CHENNAI,0.18,19.49,2.23,28.74107697
CHENNAI,0.2,20.2,2.51,29.7943349
CHENNAI,0.26,21.88,3.47,32.26708312
CHENNAI,0.27,23.59,3.56,34.78821546
CHENNAI,0.29,26.55,3.95,39.15624446
CHENNAI,0,3.47,0,5.120081971
CHENNAI,0,3.58,0,5.272809934
CHENNAI,0,2.39,0,3.521221106
CHENNAI,0,1.58,0,2.332244962
CHENNAI,0,1.59,0,2.34618568
CHENNAI,0,1.6,0,2.363868982
CHENNAI,0,1.61,0,2.380573505
CHENNAI,0,1.62,0,2.391788949
CHENNAI,0,8.59,0,12.67582604
CHENNAI,0,9.05,0,13.3471452
CHENNAI,0,9.62,0,14.19350095
CHENNAI,0,10.36,0,15.27397788
CHENNAI,0,11.15,0.01,16.43909938
CHENNAI,0,11.93,0.07,17.60094716
CHENNAI,0.01,12.71,0.15,18.73837818
CHENNAI,0.01,13.5,0.24,19.91290433
CHENNAI,0.02,14.41,0.33,21.2528095
CHENNAI,0.02,15.39,0.33,22.70369251
CHENNAI,0.04,16.57,0.64,24.43780854
CHENNAI,0.09,17.96,1.45,26.4909487
CHENNAI,0,6.66,0,9.828009707
CHENNAI,0,6.23,0,9.191227184
CHENNAI,0,6.63,0,9.773595051
CHENNAI,0,7.11,0,10.4849203
CHENNAI,0,7.59,0,11.20095119
CHENNAI,0,7.92,0,11.68594767
CHENNAI,0,8.37,0,12.34071905
CHENNAI,0,8.58,0,12.65213365
CHENNAI,0,9.23,0,13.61340263
CHENNAI,0,9.9,0,14.60355516
CHENNAI,0,10.31,0,15.19858733
CHENNAI,0,10.6,0.01,15.62904202
CHENNAI,0,10.91,0.03,16.08669466
CHENNAI,0,11.33,0.07,16.70507116
CHENNAI,0.01,12.18,0.16,17.965064
CHENNAI,0.02,13.06,0.26,19.25860615
CHENNAI,0.02,13.95,0.33,20.57384049
CHENNAI,0.1,17.56,1.66,25.89851598
CHENNAI,0.1,18.6,1.66,27.42517653
CHENNAI,0.11,20.06,1.83,29.58987793
CHENNAI,0.24,21.52,3.22,31.73379327
CHENNAI,0.24,21.33,3.27,31.46272468
CHENNAI,0.26,22.99,3.5,33.90085895
CHENNAI,0.27,24.68,3.56,36.39225638
CHENNAI,0.32,26.74,4.35,39.43992569
CHENNAI,0.26,22.24,3.51,32.79372811
CHENNAI,0.12,19.38,1.88,28.57629329
CHENNAI,0.25,20.94,3.39,30.87759706
CHENNAI,0.17,19.5,2.44,28.7622952
CHENNAI,0.25,20.89,3.39,30.80697323
CHENNAI,0.17,20.25,2.49,29.8635283
CHENNAI,0.25,21.78,3.42,32.12224372
CHENNAI,0.26,22.97,3.53,33.87702906
CHENNAI,0.27,24.88,3.56,36.69509708
CHENNAI,0.27,27.18,3.56,40.08326739
CHENNAI,0.21,19.9,2.94,29.35669433
CHENNAI,0.01,11.08,0.14,16.34197277
CHENNAI,0,8.52,0,12.56432475
CHENNAI,0,8.85,0,13.04763759
CHENNAI,0,9.48,0,13.97747327
CHENNAI,0,8.13,0,11.99234061
CHENNAI,0,8.55,0,12.61215961
CHENNAI,0,9.16,0,13.51044386
CHENNAI,0,9.85,0,14.53416561
CHENNAI,0,10.57,0,15.58814252
CHENNAI,0.31,25.01,4.25,36.88002926
CHENNAI,0.33,25.12,4.42,37.05519264
CHENNAI,0.42,26.95,5.81,39.74622921
CHENNAI,0.31,24.49,4.25,36.11958104
CHENNAI,0.25,21.96,3.43,32.38772373
CHENNAI,0.27,24.83,3.56,36.61530238
CHENNAI,0.3,25.45,4.05,37.53178157
CHENNAI,0.32,25.82,4.35,38.07630972
CHENNAI,0.26,24.21,3.47,35.699054
CHENNAI,0.25,23.44,3.39,34.57773202
CHENNAI,0.26,24.99,3.53,36.85132681
CHENNAI,0.35,26.54,4.74,39.15009873
CHENNAI,0.44,28.08,6.13,41.41708806
CHENNAI,0.44,28.11,6.13,41.45900915
CHENNAI,0.44,27.19,6.13,40.09487619
CHENNAI,0.27,25.64,3.56,37.81492497
CHENNAI,0.1,18.8,1.66,27.72932014
CHENNAI,0.13,19.23,2.05,28.36731593
CHENNAI,0.25,21.23,3.39,31.31653314
CHENNAI,0.26,21.95,3.48,32.36944685
CHENNAI,0.27,23.64,3.56,34.86952252
CHENNAI,0.27,24.43,3.56,36.02675329
CHENNAI,0.35,25.42,4.86,37.48665917
CHENNAI,0.35,25.28,4.77,37.27946316
CHENNAI,0.42,26.71,5.81,39.39599427
CHENNAI,0.35,25.19,4.86,37.14878684
CHENNAI,0.32,25,4.34,36.86683603
CHENNAI,0.42,26.74,5.81,39.44086985
CHENNAI,0.42,26.76,5.81,39.46103409
CHENNAI,0.27,24.13,3.56,35.58571767
CHENNAI,0.3,24.86,3.99,36.66528968
CHENNAI,0.42,26.77,5.81,39.48806334
CHENNAI,0.42,26.67,5.81,39.33523343
CHENNAI,0.42,26.64,5.81,39.29052931
CHENNAI,0.3,24.88,4.08,36.69566395
CHENNAI,0.42,26.7,5.81,39.38150529
CHENNAI,0.42,26.54,5.81,39.14497031
CHENNAI,0.42,26.35,5.81,38.86090285
CHENNAI,0.42,26.95,5.81,39.75468935
CHENNAI,0.42,26.91,5.81,39.68390342
CHENNAI,0.27,23.78,3.54,35.06653335
CHENNAI,0.34,25.16,4.68,37.10061278
CHENNAI,0.42,26.68,5.81,39.35528231
CHENNAI,0.42,27.18,5.81,40.08759835
CHENNAI,0.38,25.67,5.2,37.85703088
CHENNAI,0.42,26.72,5.81,39.41129839
CHENNAI,0.42,25.96,5.81,38.28334916
CHENNAI,0.26,23.45,3.54,34.59147572
CHENNAI,0.34,25.16,4.6,37.10319787
CHENNAI,0.42,26.93,5.81,39.72534598
CHENNAI,0.42,27.25,5.81,40.19420788
CHENNAI,0.42,27.01,5.81,39.83759524
CHENNAI,0.42,26.94,5.81,39.73443401
CHENNAI,0.42,26.69,5.81,39.36309915
CHENNAI,0.42,26.79,5.81,39.51114409
CHENNAI,0.42,26.82,5.81,39.54997521
CHENNAI,0.42,26.78,5.81,39.5022749
CHENNAI,0.42,26.45,5.81,39.01257333
CHENNAI,0.27,24.07,3.56,35.50571301
CHENNAI,0.25,20.84,3.39,30.7301913
CHENNAI,0.1,18.02,1.66,26.57721219
CHENNAI,0.1,17.86,1.66,26.34155397
CHENNAI,0.1,17.45,1.66,25.74189563
CHENNAI,0.15,18.76,2.27,27.67214431
CHENNAI,0.1,16.4,1.66,24.19451104
CHENNAI,0.1,17.41,1.66,25.68423692
CHENNAI,0.12,18.47,1.88,27.24358702
CHENNAI,0.2,19.53,2.83,28.80036545
CHENNAI,0.25,20.61,3.39,30.39912969
CHENNAI,0.25,21.17,3.39,31.22771439
COIMBATORE,0,382.64,0,15.340728
COIMBATORE,0,384.95,0,15.43324799
COIMBATORE,0,387.35,0,15.52937296
COIMBATORE,0,388.97,0,15.59423313
COIMBATORE,0,391.34,0,15.68935939
COIMBATORE,0,394.24,0,15.80564171
COIMBATORE,0,396.36,0,15.89061745
COIMBATORE,0,399.66,0,16.02287611
COIMBATORE,0,402.9,0,16.15290331
COIMBATORE,0,407.21,0,16.32579339
COIMBATORE,0,410.06,0,16.44009457
COIMBATORE,0,414.03,0,16.59905388
COIMBATORE,0,415.95,0,16.6760665
COIMBATORE,0,418.86,0,16.79256819
COIMBATORE,0,424.08,0,17.00211929
COIMBATORE,0,429.36,0,17.21371612
COIMBATORE,0,434.48,0,17.41888353
COIMBATORE,0,438.83,0,17.59337304
COIMBATORE,0,444.88,0,17.83570419
COIMBATORE,0,452.43,0,18.13843547
COIMBATORE,0,458.86,0,18.39634555
COIMBATORE,0,465.62,0,18.66749028
COIMBATORE,0,473.02,0,18.96413911
COIMBATORE,0,480.69,0,19.27151564
COIMBATORE,0,488.65,0,19.59085364
COIMBATORE,3.66,466.35,27.64,18.69660829
COIMBATORE,3.69,483.19,27.87,19.37196265
COIMBATORE,3.72,500.63,28.11,20.07108717
COIMBATORE,3.75,508.55,28.25,20.38850405
COIMBATORE,3.78,485.69,28.46,19.47192373
COIMBATORE,3.81,501.5,28.68,20.10594559
COIMBATORE,0,362.87,0,14.54811385
COIMBATORE,0,363.09,0,14.55668535
COIMBATORE,0,363.53,0,14.57453511
COIMBATORE,0,364.01,0,14.59365053
COIMBATORE,0,364.61,0,14.61756014
COIMBATORE,0,365.17,0,14.64012071
COIMBATORE,0,360.34,0,14.44644492
COIMBATORE,0,360.53,0,14.45422876
COIMBATORE,0,360.9,0,14.46885717
COIMBATORE,0,361.44,0,14.49051286
COIMBATORE,0,361.95,0,14.51111814
COIMBATORE,0,362.28,0,14.52450671
COIMBATORE,0,362.89,0,14.54882606
COIMBATORE,0,363.78,0,14.58459792
COIMBATORE,0,364.37,0,14.60817251
COIMBATORE,0,365.03,0,14.63452376
COIMBATORE,0,365.81,0,14.66568772
COIMBATORE,0,367.26,0,14.7239476
COIMBATORE,0,367.42,0,14.73037678
COIMBATORE,0,368.41,0,14.76993743
COIMBATORE,0,369.27,0,14.80438003
COIMBATORE,0,382.77,0,15.34582984
COIMBATORE,0,384.33,0,15.40818095
COIMBATORE,0,379.23,0,15.20404073
COIMBATORE,0,374.27,0,15.00496871
COIMBATORE,0,377.6,0,15.1385843
COIMBATORE,0,377.44,0,15.13220036
COIMBATORE,0,379.03,0,15.19579929
COIMBATORE,0,380.83,0,15.26811297
COIMBATORE,0,558.45,0,22.38924274
COIMBATORE,0,568.03,0,22.77296414
COIMBATORE,0,579.13,0,23.21796676
COIMBATORE,0,591.26,0,23.70448262
COIMBATORE,0,604.63,0,24.24044256
COIMBATORE,0,619.15,0,24.82260805
COIMBATORE,0,636.12,0,25.50297968
COIMBATORE,0,646.84,0.01,25.93274214
COIMBATORE,0.01,674.05,0.13,27.02375809
COIMBATORE,0,562.97,0,22.57027549
COIMBATORE,0,561.91,0,22.52793649
COIMBATORE,0,529.66,0,21.23470095
COIMBATORE,0,514.19,0,20.614622
COIMBATORE,0,518.69,0,20.79483772
COIMBATORE,0,527.44,0,21.1458049
COIMBATORE,0,537.72,0,21.55785274
COIMBATORE,0,549.59,0,22.03376269
COIMBATORE,0,564.31,0,22.62399926
COIMBATORE,0,579.24,0,23.2227462
COIMBATORE,0.49,633.02,4,25.37853782
COIMBATORE,0,448.16,0,17.96734703
COIMBATORE,0,447.04,0,17.92238681
COIMBATORE,0,449.84,0,18.03477731
COIMBATORE,0,361.16,0,14.47950021
COIMBATORE,0,361.51,0,14.49360628
COIMBATORE,0,361.82,0,14.50592625
COIMBATORE,0,362.25,0,14.52319764
COIMBATORE,0,362.77,0,14.54378564
COIMBATORE,0,363.52,0,14.57390308
COIMBATORE,0,375.34,0,15.04797988
COIMBATORE,0,362.67,0,14.53985463
COIMBATORE,0.6,883.66,5.02,35.42719756
COIMBATORE,0.74,921.25,6.09,36.93429842
COIMBATORE,0.43,893.15,3.38,35.80773282
COIMBATORE,0.4,915.24,3.04,36.69321252
COIMBATORE,0.49,886.72,4.07,35.54973531
COIMBATORE,0.2,805.36,1.51,32.28813654
COIMBATORE,0.12,753.72,0.98,30.21778836
COIMBATORE,0,701.94,0,28.14166829
COIMBATORE,0,724.72,0.03,29.05491101
